Pubmed ID,JAK1,TYK2,JAK2,JAK3,FER,FES,ABL-E255K,ABL-H396P,ABL-M351T,ABL-Q252H,ABL-T315I,ABL-Y253F,ABL1,ARG,CSK,BMX,BTK,TXK,TEC,ITK,BRK,SRMS,PTK5,BLK,LCK,HCK,LYNA,LYNB,FGR,FYN,SRC,YES,EPHA2,EPHA4,EPHA3,EPHB4,EPHB3,EPHB2,PYK2,SYK,ZAP70,LTK,ALK,ROS,INSR,IGF1R,IRR,DDR2,MUSK,TRKA,TRKB,TRKC,RON,MET,AXL,MER,TYRO3,RET,RET-V804L,RET-Y791F,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,KDR,FLT4,FMS,KIT,KIT-D816V,KIT-T6701,KIT-V560G,FLT3,FLT-3-D835Y,PDGFRα,PDGFRα-D842V,PDGFRα-T674I,PDGFRα-V561D,PDGFRβ,TIE2,TNK2,TNK1,EGFR,EGFR-L858R,EGFR-L861Q,EGFR-T790M,EGFR-T790M-L858R,ERBB2,ERBB4,IRAK4,LRRK2,LRRK2-G2019S,CRAF,BRAF,BRAF-V599E,MAP4K2,MST1,MST2,MST4,MAP4K4,MINK,LOK,PAK1,PAK3,PAK2,PAK5,PAK6,MEK1,CK1a,CK1-g2,CK1-g1,CK1-g3,PLK1,GRK7,GRK6,PDK1,MSK1,MSK2,RSK1,RSK2,RSK4,RSK3,P70S6K1,AKT2,AKT1,AKT3,SGK1,SGK3,SGK2,PKC-η,PKC-γ,PKC-α,PKC-β1,PKC-β2,PKC-θ,PKC-ι,PRKG2,PRKG1,PRKX,PKA,ROCK1,ROCK2,MRCK-β,MRCK-α,AURORA-B,AURORA-C,AURORA-A,CHEK2,DCAMKL2,CAMK4,CAMK1D,PHKG1,PHKG2,CAMK2D,CAMK2A,PRAK,MAPKAPK2,MAPKAPK3,MNK2,MKNK1,PRKD3,PRKD1,PRKD2,MARK4,MARK3,PAR-1Bα,MARK1,SNF1LK2 (QIK),SNF1LK (SIK),ARK5,BRSK1,BRSK2,AMPKA1 (A1B1G1),AMPKA2 (A2B1G1),MELK,TSSK2,TSSK1,DAPK1,PIM2,PIM3,PIM1,CHEK1,PASK,NEK1,NEK2,NEK9,NEK7,NEK6,TBK1,IKKE,IKKB,IKKA,CDK5/p35,CDK1/cyclinB,CDK2/cyclinA,CDK2/cyclinE,CDK3/cyclinE,CDK6/cyclinD3,CDK4/cyclinD,JNK2,P38α,P38β,P38δ,P38γ,MAPK1,MAPK3,GSK3A,GSK3B,SRPK1,MSSK1,CLK3,CLK2,HIPK1,HIPK4,DYRK1B,DYRK1A,DYRK2,CK2,TTK,PI3-K-α,PI3-K-δ,PI4-K-β,SPHK1,SPHK2,Compound ID,SMILES
17600705,5,-2,5,-4,5,3,71,77,74,68,7,80,56,51,11,14,3,10,18,-2,49,11,49,12,29,59,61,56,53,77,78,34,2,17,14,2,0,9,10,-8,-2,4,-1,17,4,-3,3,5,6,4,5,3,0,5,-5,1,13,74,12,75,5,2,4,-4,70,77,64,13,9,15,2,3,19,30,48,48,7,46,55,5,4,9,-2,6,4,3,3,2,7,-3,1,2,7,7,6,2,5,5,0,7,6,7,5,3,2,5,-15,4,2,-1,-1,-3,3,2,1,3,1,2,2,2,2,2,2,-2,-3,-2,2,1,6,6,5,-2,0,2,1,2,3,1,2,-2,1,4,0,0,6,8,14,3,-4,-1,1,2,5,3,3,1,1,3,2,3,0,-1,0,2,4,0,2,13,30,8,0,2,2,1,3,1,3,2,-4,0,0,1,1,2,4,7,5,4,3,11,8,5,-3,-4,-1,0,2,-2,-3,4,4,4,-1,-1,5,4,1,1,-1,1,-1,1,-4,2,-1,2,2,4,6,2,3,3,1,1,GW396574X,CC(C)=Cc1cccc2NC(=O)\C(c12)=N/Nc1ccc(cc1)S(N)(=O)=O
17600705,-11,5,7,1,3,-2,77,82,78,73,3,84,70,69,-2,22,3,16,17,0,69,8,62,10,37,64,59,52,54,86,86,32,8,31,40,22,-3,30,10,-6,-2,5,0,22,-3,-1,-1,20,1,0,0,1,1,-2,4,0,10,38,6,46,-5,-2,-3,1,2,16,5,3,48,-2,-3,6,7,10,24,13,-2,21,42,9,5,7,3,13,3,-2,-6,-5,-6,-3,1,4,-4,-3,-4,3,-3,-5,0,3,1,-2,-6,-4,-3,-1,3,-4,1,-2,-3,-3,-2,-8,0,-1,-3,-2,0,0,1,-2,-2,-4,-2,-2,-2,-4,-4,-3,0,0,1,-1,0,-1,1,-1,8,7,1,1,1,0,24,39,36,-3,-10,1,0,1,-5,-2,-4,-1,-2,-3,1,1,-3,-2,-2,1,2,1,-2,-4,15,41,3,2,3,2,-2,-2,-1,0,0,-1,1,2,0,1,-4,-1,-2,-4,1,-3,0,7,2,2,10,3,1,0,-1,-6,4,-2,0,-2,-4,-3,9,9,2,0,0,1,1,3,6,3,-2,0,-8,-1,1,5,-1,-1,GW300653X,CC(C)c1ccc2c(NC(=O)\C2=N\Nc2ccc(cc2)S(N)(=O)=O)c1
17600705,3,4,2,-2,-3,1,8,9,9,10,1,13,12,11,0,5,1,7,7,0,4,2,1,0,2,3,4,2,6,8,17,5,-1,6,0,0,2,3,1,0,-1,1,0,19,4,2,-1,-2,1,2,1,-2,-7,8,-2,0,11,-1,1,4,10,3,4,2,1,5,2,22,42,0,1,2,3,2,7,2,1,7,12,2,2,6,2,0,0,-1,-1,0,5,0,0,2,0,1,2,1,1,2,-1,9,6,0,0,0,0,-1,-10,0,-1,1,1,1,2,4,3,-1,1,1,-1,0,1,1,0,0,0,0,1,1,4,2,3,0,-2,2,1,0,1,0,1,1,0,1,0,2,13,26,15,-1,-1,1,0,-1,1,0,3,0,0,2,0,1,1,2,1,1,2,-1,1,7,9,23,2,0,0,2,-2,1,0,1,0,0,0,0,1,3,3,9,2,0,2,2,6,1,1,1,2,1,1,-2,0,0,2,1,0,1,1,0,4,2,-2,-1,0,0,-3,0,1,0,1,2,2,0,-1,3,0,0,GW297361X,NS(=O)(=O)c1ccc(N\C=C2/C(=O)Nc3ccc4ncsc4c23)cc1
18620382,12,-1,7,0,4,2,28,58,58,46,20,45,28,30,5,8,-1,53,26,2,11,1,4,6,14,13,14,10,15,5,11,10,1,12,7,8,5,8,9,-6,-3,5,3,63,8,2,0,-3,2,3,3,3,5,7,-3,2,6,12,5,13,0,5,4,-10,3,45,16,76,47,2,6,4,3,3,23,7,5,23,18,11,1,30,5,1,3,1,1,3,11,3,2,4,-2,4,4,7,2,1,-1,54,44,13,6,-1,1,-12,-4,4,1,2,2,1,3,2,4,1,10,5,2,1,2,3,2,2,0,1,3,3,0,5,4,1,1,3,1,2,2,4,3,2,1,2,1,-1,8,13,20,6,1,1,1,4,2,2,2,1,4,9,2,2,3,2,4,1,1,0,3,8,9,21,1,1,1,3,5,2,4,9,0,0,1,4,-1,2,4,8,6,0,3,4,4,2,0,0,-1,2,2,-13,2,3,4,4,2,0,3,3,2,0,-2,-3,1,1,-3,-2,-2,0,3,3,13,7,11,-11,0,0,GW279320X,Cc1cc(Cl)cc2C(=NNc3ccc(cc3)S(N)(=O)=O)C(=O)Nc12
18620382,2,-4,2,-5,25,15,20,38,40,43,11,43,17,20,6,-1,-3,20,14,-2,14,1,10,5,20,31,41,36,26,14,40,15,-1,9,1,0,3,6,11,-4,1,5,1,39,8,-4,3,11,2,4,4,4,3,11,-8,18,4,45,10,61,25,50,35,2,53,76,59,78,93,3,22,70,2,-1,64,14,77,72,54,12,2,17,-4,3,5,3,3,2,6,4,0,2,-1,9,8,8,7,6,-1,11,13,23,7,5,3,2,2,6,3,0,1,0,3,3,-1,1,3,2,2,2,2,4,3,-2,-2,0,4,4,3,4,2,-2,0,1,1,2,3,3,2,-2,1,2,1,0,13,16,12,3,-2,0,1,4,5,4,3,2,2,4,0,1,3,-1,1,3,5,1,4,4,4,11,3,2,4,4,4,1,4,3,-3,-1,0,3,0,3,6,9,5,1,5,5,6,8,-2,-2,-1,2,4,-2,-4,4,3,7,5,5,5,6,0,0,-2,0,-1,2,-4,0,-3,-1,2,1,9,5,6,1,1,0,GW416981X,CC(C)COC(=O)c1ccc2NC(=O)\C(=C/Nc3ccc(cc3)S(N)(=O)=O)c2c1
18620382,18,-2,36,1,6,3,19,30,29,24,2,38,20,18,21,18,8,24,24,2,11,4,2,13,34,31,50,45,18,45,68,28,28,41,6,11,3,19,25,-2,9,2,6,41,13,28,2,10,21,12,5,0,6,2,1,4,5,51,25,58,5,7,8,2,38,75,79,79,77,11,4,13,58,52,76,50,11,71,74,8,10,43,8,3,3,1,4,-1,12,-2,10,11,-8,1,2,3,5,5,1,2,3,26,2,3,1,2,-4,2,0,0,2,0,2,1,0,3,4,2,0,1,1,1,1,1,0,1,3,2,0,3,3,1,1,3,1,1,2,3,1,2,2,2,2,2,5,7,10,2,0,1,3,-1,2,3,5,0,1,1,3,2,1,3,1,2,3,2,3,4,9,10,4,2,2,2,3,-1,2,2,1,2,1,1,1,2,1,0,4,-2,5,1,3,2,1,1,1,2,2,2,3,2,5,2,4,0,1,2,3,3,-2,1,0,2,0,2,3,1,2,0,3,2,2,4,0,-1,GW300657X,NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCc2ccncc2)cc1
18620382,4,-6,1,-2,3,4,51,61,54,58,4,66,58,42,1,4,2,2,4,0,19,11,21,15,26,40,46,38,23,39,43,29,3,12,4,17,2,16,4,-2,1,8,4,12,3,12,1,0,3,3,5,4,2,4,-7,-1,1,65,4,58,9,19,17,0,61,79,95,6,44,6,6,0,6,-8,23,22,6,20,21,7,2,40,7,8,8,4,3,7,18,1,5,8,2,6,5,0,4,5,-2,5,4,43,4,6,2,2,-11,5,2,4,4,3,4,10,-1,-1,4,2,-1,0,-2,0,0,1,1,1,2,3,4,4,1,1,0,2,3,3,3,4,2,2,2,2,1,-4,3,7,5,4,0,-2,4,6,6,3,3,2,3,4,0,3,5,5,4,3,4,1,3,-1,4,-1,0,4,2,3,3,2,5,7,0,0,1,5,0,3,6,3,3,2,3,8,9,12,0,0,2,2,1,0,3,4,6,3,5,2,6,4,2,1,-4,-3,1,1,-2,1,-1,3,3,14,11,5,2,0,4,0,GW290597X,NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCCCn2ccnc2)cc1
10048786,1,-2,-1,-1,29,3,8,11,10,30,9,15,6,3,4,-3,0,3,7,2,6,3,0,6,5,20,11,8,11,4,-1,7,3,10,6,0,1,11,29,-8,3,38,14,56,7,5,3,3,5,3,8,9,6,11,11,11,17,41,71,45,2,5,8,2,2,43,18,13,31,32,7,4,29,65,81,95,66,94,78,1,6,64,3,18,7,4,10,2,15,-1,21,61,-2,5,5,2,13,14,4,85,81,10,5,4,1,5,4,5,2,2,5,4,3,23,20,30,19,12,54,45,58,73,46,1,1,1,22,10,17,4,4,4,2,4,5,1,70,6,9,4,1,7,-1,1,21,12,7,81,1,-6,7,48,9,17,7,2,3,5,8,6,5,5,8,4,4,2,8,56,27,78,71,92,37,18,22,3,4,2,21,67,29,22,0,1,4,3,4,5,11,13,4,5,1,0,2,4,2,3,3,5,5,3,1,4,4,5,2,4,-1,1,2,5,5,4,3,10,7,6,15,7,4,-2,-4,-2,GW305178X,NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc4ncccc4c23)cc1
11266159,3,3,1,3,4,1,0,1,0,0,1,-1,3,2,1,4,0,2,2,0,-2,0,0,0,2,1,1,0,-2,2,3,3,1,1,1,1,3,-3,1,2,2,0,1,1,4,-2,1,-1,0,-3,0,0,-9,1,0,-1,0,3,0,2,-3,4,4,-2,1,3,1,6,-4,1,-1,-2,-1,-7,6,4,1,3,1,2,-1,1,0,-2,0,-1,1,0,5,3,5,4,1,1,1,4,34,24,2,2,3,6,3,1,1,-18,4,1,2,0,0,1,3,1,2,0,1,0,1,2,4,3,0,0,0,1,2,0,0,2,-5,3,0,1,0,-1,1,1,0,1,0,0,1,0,1,1,2,0,0,2,1,2,1,3,4,0,0,-1,1,0,1,0,1,2,5,1,2,-3,-4,8,3,2,1,0,1,-1,1,1,1,0,1,2,1,0,1,2,2,0,4,0,-1,1,1,1,2,3,3,-3,2,3,1,2,0,-1,-1,2,30,19,-3,0,-1,5,-3,-2,2,2,1,-3,2,-2,1,-5,2,-1,GW275944X,Cc1ccc2NC(=O)\C(c2c1)=N/Nc1ccc(cc1)S(N)(=O)=O
11266159,5,-1,1,-1,3,2,2,2,2,2,1,1,3,4,1,8,-1,3,3,1,4,0,0,2,2,4,4,2,5,0,8,4,1,9,5,1,11,6,7,2,5,3,1,2,5,2,2,3,2,1,1,1,6,1,-4,1,2,7,5,3,3,8,7,-2,3,6,3,0,7,2,3,1,4,-7,5,1,7,3,2,2,1,0,1,2,1,1,1,3,7,4,2,3,3,5,7,0,5,6,1,3,5,5,4,4,2,0,-3,5,1,2,2,2,5,13,5,1,3,3,2,1,1,2,1,2,0,2,3,3,1,4,4,0,1,1,2,0,0,1,3,2,0,2,0,1,1,6,3,2,1,0,-1,4,5,1,3,2,2,3,3,3,2,3,3,0,3,-3,2,11,4,-10,-1,2,4,-1,-1,3,5,3,0,1,-1,1,0,2,4,-6,3,3,2,7,4,3,0,0,2,2,4,-2,1,1,1,4,1,6,11,5,33,26,-2,-3,1,3,2,1,0,1,2,2,5,4,2,1,0,0,GW589933X,NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c23)cc1
11266159,5,-3,2,0,4,3,3,5,2,5,3,6,8,4,6,-1,-1,4,6,2,5,0,4,4,1,10,6,8,7,2,-2,2,1,11,6,4,6,7,11,1,4,7,5,5,7,5,2,2,2,5,4,3,-3,3,-7,5,3,6,4,12,5,10,8,-1,4,14,6,2,7,6,5,0,4,2,11,2,7,7,5,4,1,3,8,7,4,3,8,4,11,2,5,5,3,8,8,2,10,7,2,10,8,8,7,6,3,5,-4,7,1,4,5,2,4,5,7,2,-2,4,3,3,2,4,2,3,1,1,4,2,4,4,2,1,2,4,5,3,3,3,3,2,0,4,0,0,2,1,3,-2,1,-1,1,6,6,4,3,2,0,0,2,7,6,4,5,4,3,0,4,8,7,4,3,7,5,4,4,3,6,-3,3,4,2,-2,0,3,6,11,5,1,3,8,7,3,2,2,3,7,6,3,6,4,5,6,4,2,6,4,19,15,-1,-1,2,2,2,3,2,5,3,3,10,4,2,-2,0,0,GW300660X,NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(cc23)C(=O)NCCc2c[nH]cn2)cc1
11266159,1,-4,2,-1,3,4,5,7,3,6,2,6,4,5,3,0,0,5,6,2,5,-3,3,3,2,9,7,5,2,5,6,0,1,8,4,4,7,6,8,-4,3,3,4,11,6,2,2,3,2,4,4,3,-2,-2,-5,4,3,2,7,11,5,7,8,-1,2,12,2,5,7,3,3,7,2,-2,13,3,10,4,,6,3,4,-1,-1,5,3,1,1,9,3,4,5,1,6,7,2,6,6,-1,4,5,7,9,5,2,1,2,5,4,3,4,4,4,2,1,2,10,2,2,2,2,3,2,2,1,3,2,3,2,0,6,1,0,2,2,1,2,3,2,2,2,3,1,0,5,3,3,8,2,1,1,3,5,4,4,1,5,10,1,2,6,4,5,3,6,0,4,1,6,4,4,3,1,5,5,1,4,11,1,-1,1,9,0,3,6,6,7,0,3,4,5,5,2,2,-1,5,4,-4,4,4,4,5,1,4,3,5,4,2,-2,1,3,0,0,0,0,3,3,2,8,4,4,-2,-11,1,GW280670X,NS(=O)(=O)c1ccc(N\N=C2/C(=O)Nc3ccc(Cl)cc23)cc1
11266159,4,-3,3,-1,5,3,3,4,0,5,4,5,6,7,8,-1,2,3,6,2,6,8,3,4,4,8,7,5,5,3,-2,5,3,11,8,4,4,11,12,-4,4,5,1,6,5,4,2,2,3,5,3,3,10,7,-6,2,5,10,5,6,4,4,9,2,1,9,1,2,8,4,6,3,3,6,5,5,7,6,5,2,2,4,1,7,4,4,1,4,9,6,3,5,-3,6,6,1,7,7,-1,7,8,4,7,5,2,5,3,5,4,3,4,2,5,28,9,4,4,2,2,1,3,2,2,3,1,1,6,4,-2,3,4,1,1,1,3,2,1,2,2,2,1,3,1,-1,1,2,1,3,2,0,1,3,7,4,6,2,3,5,2,4,5,5,5,1,4,0,3,6,9,3,1,3,4,2,4,4,5,4,0,0,1,4,0,3,5,11,3,3,1,14,7,9,2,2,3,4,4,5,4,4,3,5,0,12,0,4,12,8,-1,1,3,0,4,3,2,5,4,6,10,7,5,3,0,1,GW335962X,C\C(Nc1ccc(cc1)S(N)(=O)=O)=C1\C(=O)Nc2ccccc12
11266159,-3,0,0,0,2,-3,2,-1,1,1,1,2,-1,-1,-3,-4,0,-1,-2,0,0,1,-1,0,0,1,0,-2,0,2,0,-3,-2,-6,-3,-1,-6,-1,-2,-1,-4,-1,-2,1,2,0,0,0,-2,0,1,-2,-4,-1,3,1,-1,3,0,0,-1,-3,1,0,1,5,1,1,-1,-4,-1,3,-1,-7,2,1,0,4,4,0,0,-3,1,-2,0,-1,0,-3,-8,-1,-1,1,-5,-2,-4,0,-2,-3,0,-2,-1,-2,-3,-3,-2,0,13,-2,1,-2,-2,-1,-1,-5,2,0,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,1,-1,-4,-3,1,0,-1,-1,-1,0,-2,0,-2,-2,0,-2,0,0,0,-2,-3,-2,-1,1,-1,-1,-4,-2,-3,-1,-1,0,-1,0,-1,-1,-1,0,0,0,-1,-6,-6,2,0,0,-1,0,-3,-1,-2,-2,1,0,-1,0,-1,-1,-2,-6,-1,0,-1,-4,1,11,0,0,-1,0,-1,5,0,1,0,-1,-6,-2,-10,-2,21,8,2,1,1,0,2,2,3,4,-2,0,-4,1,3,-2,-1,2,SB-253226,Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccnc(Oc2cccc(c2)C(F)(F)F)n1
11266159,4,-4,0,-1,3,2,3,3,2,2,3,5,3,4,8,-2,0,3,4,1,3,-10,1,2,2,2,5,3,2,-1,0,-1,3,8,2,1,3,6,10,-2,2,3,2,2,1,2,2,5,1,3,2,3,1,1,-5,1,4,3,1,1,0,5,5,0,1,4,3,4,27,2,2,1,3,7,8,0,6,1,8,2,2,3,2,5,3,3,3,1,7,-4,5,2,1,3,3,0,7,8,-1,2,4,5,5,4,2,7,2,4,3,3,3,3,1,2,5,1,2,1,1,0,0,1,0,1,1,0,2,6,3,2,10,0,1,3,3,3,0,1,1,1,1,3,-1,-1,5,5,2,2,1,-2,-1,0,3,1,2,2,2,2,2,4,3,3,2,0,-1,-1,2,6,4,3,-1,1,2,-1,2,1,3,4,-1,0,1,1,0,2,3,1,4,3,0,8,4,9,0,0,2,3,1,5,3,1,2,3,2,0,5,2,16,11,0,1,4,3,3,2,1,2,3,3,14,3,1,1,-1,-1,SB-242721,Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccnc(Oc2ccc(cc2)C#N)n1
11266159,3,-5,3,0,5,2,1,3,0,2,4,4,4,4,1,2,0,3,4,1,4,-1,1,2,2,4,6,1,1,1,3,1,3,6,3,1,4,6,6,1,2,1,2,3,1,4,7,0,3,4,1,0,2,2,-6,2,1,2,4,3,4,3,3,2,0,4,3,-1,0,2,-1,0,2,3,5,1,2,1,5,1,1,4,2,4,1,1,1,1,9,-2,4,3,5,3,3,1,7,7,-1,4,4,9,4,3,2,12,0,1,4,1,3,1,3,1,2,1,3,1,2,2,1,2,1,2,1,1,1,4,1,2,-4,1,0,2,1,2,2,2,2,2,3,6,1,0,3,2,3,1,0,1,1,1,3,4,3,1,1,1,1,1,3,2,2,1,2,1,2,8,1,1,1,2,2,0,2,1,2,3,0,0,1,0,0,1,3,3,5,2,2,2,4,3,5,3,4,3,2,7,7,2,2,2,2,5,3,3,19,14,-1,2,2,4,2,1,3,8,3,1,3,1,3,1,-1,1,SB-250715,Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccnc(Oc2ccc3OCOc3c2)n1
11266159,4,-2,1,6,5,3,0,5,4,5,4,3,6,7,4,-1,1,3,4,1,2,1,1,3,3,5,5,3,5,3,5,5,1,8,3,3,6,5,2,2,0,3,3,3,3,4,4,3,2,6,2,2,-2,3,-2,1,2,6,4,8,3,2,5,0,2,7,2,0,4,7,3,0,2,2,7,1,6,-1,3,3,1,1,1,1,2,1,1,2,8,-3,7,8,3,5,4,1,10,10,1,5,4,33,5,3,2,2,-9,4,3,2,2,2,3,2,5,3,-3,2,2,1,2,3,1,3,0,1,2,4,0,3,5,1,2,5,2,1,2,2,2,1,-1,3,1,1,4,1,3,-3,0,0,1,3,5,4,3,1,-1,-2,1,2,3,3,8,2,7,0,3,8,9,0,0,4,3,2,4,3,4,-4,-1,0,1,-2,1,3,3,9,3,1,3,5,4,0,3,3,3,5,5,5,7,3,5,4,3,1,3,4,27,22,-1,1,2,8,0,4,4,3,3,4,4,2,1,-2,0,0,SB-285234-W,[Li+].[O-]C(=O)c1ccc(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)cc1
11266159,1,-1,0,-3,2,1,0,2,-1,1,2,0,2,3,1,2,1,-2,0,-1,2,1,1,3,1,3,3,1,3,0,1,1,2,1,3,-1,2,-10,1,1,-2,1,3,2,3,-4,-1,1,1,-1,1,2,-1,7,2,0,0,4,1,2,-11,1,1,4,-3,1,0,0,1,2,1,1,4,0,3,2,3,3,0,,0,1,-1,1,1,0,1,1,4,1,4,4,16,2,3,-7,13,12,3,3,3,4,1,3,1,-1,3,3,-2,1,1,2,2,7,-2,1,1,3,1,3,2,2,1,-1,1,0,1,0,2,1,-2,0,-1,1,0,0,2,3,3,3,0,2,0,-2,2,2,4,1,-1,2,1,4,3,2,3,1,0,1,1,2,2,1,3,2,-1,-2,1,-1,0,0,-1,2,2,2,-2,1,0,3,1,0,0,3,1,0,1,4,1,1,7,8,5,1,0,1,0,1,0,-1,1,2,2,3,1,1,3,3,48,35,-2,-1,0,3,-3,0,0,2,0,9,4,1,0,7,1,-2,SB-278538,CC(C)(C)c1ccc(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)cc1
15225695,2,-2,2,-1,9,5,6,6,4,6,5,7,6,4,2,-1,1,4,5,2,4,-2,2,3,3,7,5,3,2,7,2,6,3,9,4,3,5,9,10,-5,1,4,4,11,5,5,6,0,3,5,2,3,0,5,-7,2,9,8,7,8,7,6,5,1,3,6,4,21,9,4,4,-3,3,1,14,7,7,9,8,3,2,3,4,4,2,2,2,1,10,-1,10,10,-1,5,4,1,6,6,-3,6,6,2,4,4,2,5,5,3,5,2,4,2,3,4,4,2,4,2,3,1,1,2,2,2,1,4,2,4,5,2,3,1,2,5,2,3,2,4,1,2,1,3,1,0,6,2,4,3,1,-1,1,4,4,3,4,1,2,3,2,2,5,3,4,2,4,1,6,-1,7,2,3,3,3,2,2,2,4,4,0,0,1,0,1,2,5,3,3,3,4,4,3,5,2,1,2,5,1,2,3,1,4,1,5,1,3,3,12,8,-2,1,2,-1,2,1,1,4,2,2,6,1,2,-5,4,0,SB-254169,CS(=O)(=O)c1ccc(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)cc1
15837294,1,-3,2,-2,7,4,4,5,3,5,1,5,4,3,2,8,0,3,4,1,4,-3,2,2,1,6,5,3,1,1,5,1,1,8,3,2,6,5,8,-1,0,3,4,6,5,2,2,3,4,2,2,3,9,10,-6,3,2,4,5,10,3,4,7,-6,-2,6,1,4,5,6,3,3,3,3,9,3,5,6,3,3,0,1,0,1,2,1,4,0,9,0,4,4,3,5,6,2,7,6,0,4,13,3,8,5,2,-12,-3,5,6,4,4,3,4,4,1,1,10,2,2,1,2,2,2,2,1,0,3,3,-1,3,1,0,0,2,2,1,3,3,2,2,3,4,1,1,3,2,3,8,1,2,1,3,4,4,4,1,4,11,1,2,5,4,5,4,6,1,4,5,1,3,3,2,3,5,4,1,4,11,0,-1,1,9,0,2,5,7,7,1,0,6,10,4,3,2,3,6,5,-10,4,4,4,5,1,1,5,5,3,1,-3,0,1,3,-2,-1,0,4,4,4,11,4,3,2,-2,1,SB-284847-BT,OC(=O)C(F)(F)F.Cc1cccc(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)c1C
15837294,0,-1,-1,-1,0,0,0,0,1,-1,1,0,2,0,-2,-2,0,1,-1,0,0,2,0,1,0,0,-1,1,1,1,-1,1,-4,-3,-4,0,-1,-3,-5,1,-3,-1,-1,2,0,-4,-3,0,-1,-1,0,1,-4,-2,2,1,-1,-1,0,2,-5,-2,0,3,0,0,1,2,0,1,0,4,-1,-4,-1,3,1,3,2,2,0,-1,1,1,-1,-2,0,-1,-2,0,1,1,1,-1,0,2,-2,-3,1,2,1,-1,-3,-2,-2,-1,-8,0,-2,-1,-1,-1,-1,3,0,-1,-3,0,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-4,0,-1,-1,0,-1,-1,-1,0,1,0,0,1,1,1,-1,1,1,-1,-2,1,1,0,-2,-1,-2,0,-1,-1,1,0,-2,-1,0,0,-2,0,0,5,-4,2,0,1,0,0,-3,-1,-2,-2,0,1,-1,0,1,0,-2,5,-2,0,0,-2,-1,-2,2,2,2,2,0,-1,0,-1,-1,-1,-2,-1,1,-2,6,6,-2,0,1,0,0,2,5,4,0,5,0,-2,-1,0,9,1,SB-264865,NC(=O)Cc1ccccc1Oc1nccc(n1)-c1c(ncn1C1CCNCC1)-c1ccc(F)cc1
17027260,3,-1,0,-3,5,4,35,69,64,55,6,63,60,35,23,14,3,82,26,1,7,-1,2,6,13,28,14,10,11,8,20,12,41,55,27,49,9,68,2,0,1,11,4,-1,-1,1,3,3,3,1,3,2,1,5,-5,0,4,12,6,12,2,9,6,2,5,7,6,7,38,-1,4,4,1,-3,19,8,5,37,15,3,5,7,1,5,5,3,1,4,13,2,10,12,0,6,6,6,5,7,0,78,71,9,4,5,3,4,-2,4,6,3,3,3,5,6,0,1,2,3,3,3,2,3,2,0,1,0,3,4,-1,5,-1,-1,0,1,2,2,2,1,2,3,1,3,1,-3,2,4,3,3,0,2,1,5,6,4,3,2,2,6,2,3,6,7,8,3,-1,0,4,9,20,1,2,3,4,1,5,2,3,5,1,1,1,5,1,2,5,5,3,2,4,7,3,-2,1,1,2,3,-2,0,2,3,14,22,3,3,6,3,3,3,-2,-1,1,3,1,1,-1,2,3,10,6,4,1,7,-1,-1,SB-242719,CCc1ccc(Oc2nccc(n2)-c2c(ncn2C2CCNCC2)-c2ccc(F)cc2)cc1
17276055,-1,-8,1,0,2,1,4,18,49,45,42,10,4,6,4,4,2,2,4,2,2,0,1,3,6,6,5,4,1,1,-5,1,7,8,7,9,7,22,8,-6,2,2,2,2,-5,1,6,68,78,37,42,39,-4,-1,-1,1,3,76,38,61,9,23,11,3,23,47,9,51,29,-2,22,34,19,13,80,15,60,91,68,29,1,5,1,1,2,1,-2,-1,10,-5,10,5,4,4,2,16,4,5,-1,3,6,10,5,2,2,1,1,1,-1,1,1,2,3,-1,-3,2,4,0,3,1,1,6,17,2,0,1,0,0,2,1,3,0,-1,1,1,0,1,1,0,1,6,20,0,0,11,2,3,1,1,0,2,1,2,3,3,1,1,3,0,3,1,1,2,1,3,-2,1,3,2,1,2,1,2,0,0,1,0,2,0,-1,1,2,0,1,4,5,2,-1,-1,-2,0,-5,0,0,1,2,-1,0,2,2,2,0,0,-1,3,1,1,1,-1,2,1,0,0,14,0,0,2,0,2,1,3,1,0,1,SB-251505,Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccnc(Oc2cccc(F)c2)n1
