"Compound.ID","SMILES","FES","ABL2","BMX","TEC","IGF1R","TYK2","ZAK","STK39","STK24","MST4","MAP4K4","TNIK","SLK","STK10","PAK4","PKMYT1","CSNK1G1","CSNK1G3","VRK1","GSG2","PLK4","TLK1","ADRBK1","ADRBK2","GRK5","PDPK1","RPS6KA1","RPS6KA6","AKT3","STK38L","CDC42BPB","STK32A","CHEK2","DCLK1","PHKG2","CAMK2A","STK33","SNF1LK2","PRKAA1","PRKAA2","STK17A","STK17B","PIM2","PIM3","PIM1","NEK1","NEK2","CAMKK2","STK16","GAK","AAK1","CDK9","CDK2","PCTK2","MAPK8","MAPK13","MAPK3","MAPK7","CDKL1","SRPK1","SRPK2","CLK3","CLK4","DYRK1A","DYRK2","CDC7","TTK","GUCY2D"
"GW459057A","Cl.Cc1cc(cc(C)c1\C=C\c1cncc(c1)-c1nn[nH]n1)-c1ccccn1",0.5,2.1,1.8,-0.3,-0.2,0.4,-0.7,0.1,0.5,0.7,-0.8,1.5,0.8,4.5,-0.1,-0.4,0,0.1,0.7,-0.1,0.1,0,0.4,-0.1,0.3,-0.2,0.1,-0.1,-0.1,-0.7,0.2,0.4,0,-0.6,-0.7,-0.3,1.2,1.1,0.1,0.5,-0.6,0.7,0.1,0.1,-0.1,-0.3,3.3,-0.4,0.3,2.6,0,0,0.1,0.3,-0.6,-0.1,0.3,-0.2,-0.2,-0.1,-0.3,0.2,-0.3,0.1,-0.2,-0.7,-0.4,0.1
"GW461104A","Cl.CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1",-0.1,1.1,0.8,0,-0.1,3.1,-0.1,0.3,1.6,1.5,-0.3,-1.5,NA,3.7,0.7,0.5,0.5,-0.3,-1.5,4.9,1.4,0.6,0.2,-0.3,1.4,0.4,0.7,0.7,0.2,0.5,-0.5,0.3,0.8,0,0.6,0.2,0.3,1.5,-0.1,0.7,1.1,3.4,1.8,2.9,3.2,-0.4,1.1,0.7,1.1,3.9,1.6,0.8,0.2,-0.1,1.1,0.2,-0.2,-0.3,0.3,-0.6,-0.1,-0.5,2.9,1.8,2.7,1.4,1.5,-0.3
"GW513184X","COc1cc(C=NNc2ncnc3n(ncc23)-c2ccccc2)ccc1O",0.3,3.1,1.1,0.8,-0.2,4.8,1.4,1.5,2.4,4.6,2.6,1.9,1.5,4.2,3.1,0.2,2,0.4,0.5,0.4,7.4,0.8,0.1,-0.3,1.9,1.5,-0.1,0.5,-0.7,0.2,-1.4,-0.4,0.6,0.3,0.9,1,1.5,-0.7,2.1,4.3,3.3,5.7,1.3,2.1,1.4,-0.3,1.5,2.7,5,1,4.6,3.8,5.1,3.1,2,0.3,0,-0.6,2.1,0.7,0.1,1.2,5.2,4.8,5.5,0.7,1.5,-0.2
"GW549034X","CCn1c(nc2ccccc12)-c1nonc1N",0,-0.1,-0.4,-1,-0.5,-0.3,-0.5,-0.5,-0.1,-0.1,0.2,0.4,NA,0.3,1,-0.2,0.6,-0.2,0.1,1.2,2.1,0.2,0.5,-0.5,-0.5,0.3,-0.1,0.1,-0.2,0.3,0.1,-0.3,-0.5,0.2,-0.1,0.8,0.1,0.3,0.5,1.4,0.1,1.7,2.1,3.8,2.2,-0.4,0.2,0.2,0.9,-0.5,4.1,0.7,0.1,0.1,-0.2,-0.2,-0.3,-0.1,-0.6,-0.1,-0.1,-0.4,2.3,1.7,2.9,5.6,0.8,-0.8
"GW549390X","N(c1ncc(o1)-c1ccccc1)c1ccccc1",1,2.7,0.9,0.1,0.4,0,0.6,0.9,1.1,-0.1,0.2,2.7,0.8,0.8,1.3,0,1.9,0.4,1.1,0.4,0.3,1.3,-0.2,0.5,-0.7,1.3,1.6,-0.3,0.8,1.9,0.5,0.2,NA,-0.5,-0.1,1.7,1,-0.5,1.6,3.7,5.1,6.9,0,0.6,0.3,0.1,0.4,3.9,4.8,2.2,3.5,4,3.7,1.8,0,0.2,0.4,0.3,-0.2,1.5,0.6,0.2,1.6,1,-0.2,-0.1,0.2,0.5
"GW559768X","Cc1ccc(O)cc1Nc1ccnc2ccc(cc12)S(C)(=O)=O",1.6,8.1,3.2,-0.3,-0.3,0.1,2.7,-0.8,-0.5,0.1,-0.2,0.3,1.1,0.6,2.1,0.6,1.7,0.5,0.5,1.3,-0.1,0.4,-0.1,0,2.3,-0.2,3.4,3.2,-0.2,0.4,0.2,1.8,NA,-0.2,-0.4,0.3,4.9,5.8,0.5,0.8,-0.7,0,0.4,0.5,0,-0.4,0.3,-0.2,3.4,5.9,-0.2,0.4,-0.6,0,-0.1,-0.4,0.2,0.1,-0.4,0.3,0.7,0.1,3,0.1,1,-0.4,-0.7,-0.6
"GW561436X","Fc1ccc(cc1)-c1nn2cc(ccc2c1-c1ccnc(NC2CC2)n1)C#N",0.1,1.2,0.1,0,0.2,0.1,0.1,0.7,-0.7,-0.3,0,5.8,NA,1.3,0.3,0.3,6.2,1.7,0.7,-0.2,0,0,-0.2,-0.2,0.4,-0.2,7.1,0.1,0.2,-0.6,0.4,1.4,-0.2,0.5,-0.1,-0.1,0.3,0.3,0.1,0.7,-0.4,-0.4,-0.1,0,-0.1,-0.1,0.2,0.1,2,8.8,0.7,0.2,0,0,-0.2,0.1,0.2,NA,-0.4,-0.1,0.1,-0.3,0.5,0.4,-0.4,1.7,1.1,-0.2
"GW566221A","Cl.CS(=O)(=O)CCNCc1coc(c1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1",0.4,0.7,1.5,0.3,-0.3,1.6,-0.2,0.2,0.9,1.8,-1.8,0.9,1.1,3.8,0.7,NA,-0.5,-0.3,0.2,0.5,1.4,0.7,-0.1,-0.3,2.6,0,0,0,0,0.1,-0.4,-0.2,6.1,-0.4,0.2,0.1,0.8,0.4,0.5,0.7,1.3,1.5,2.4,1.1,1.2,0.1,2.1,0.8,0.2,0.9,0.3,0.7,-0.1,0.9,0.9,-1.9,0.2,-0.4,0.9,0.5,0.4,0.3,1,0.6,-0.2,1.5,0.9,0.6
"GW567808A","Cl.CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(c4)C(F)(F)F)cc3)c2c1",0.3,0.5,1.4,0.9,-0.2,1.1,-0.2,0.6,1.8,3.2,0.8,1.7,1.1,3.3,0.8,NA,-0.5,-0.7,0.7,1.2,2.2,2,-0.3,-0.2,0.7,0,0.1,0.5,-0.4,0.4,0.4,-0.2,NA,-0.9,0.1,1.1,1.2,0.1,0.2,0.6,1.1,3.6,2.7,1.5,2.4,-0.1,2.1,1.1,0.4,0.3,0.4,0.1,0,1,1.5,-0.1,-0.4,-0.4,0.2,1.4,0.8,0.2,1.5,0.6,0.3,0.9,1.2,0
"GW568326X","Nc1nccc(n1)-c1c(nn2cc(ccc12)C(F)(F)F)-c1ccc(F)cc1",-0.1,0.7,0,-0.4,-0.2,0.7,0,-0.2,-0.7,-1,-0.7,0.5,NA,0.2,0.1,-0.1,4.7,0.5,0,0.1,0.5,-0.2,0.1,-0.5,0,-0.2,3.2,4.4,0,-0.8,-1.1,-0.1,-0.3,0.5,-0.2,-0.1,0.7,2.1,-0.1,0.3,-0.9,-0.4,-0.5,0.2,-0.2,-0.1,0.2,0.1,1.1,4.6,0.3,0,0,-0.1,0.9,-0.4,0,0,-0.4,-0.1,-0.1,-0.1,0.4,0.4,0,1.8,0.6,-0.4
"GW568377A","Cl.CS(=O)(=O)CCNCc1ccoc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1",0.3,0.7,0.9,0.1,-0.2,1.6,NA,-0.1,0.5,1.2,2.3,0.5,0.8,2.8,0.6,-0.7,-0.3,0.5,0.6,1.6,1.6,0.5,0,-0.2,1.6,0,0,-0.2,-0.1,0.3,-0.4,-0.1,3.4,-0.6,0,0.2,1.1,-0.4,0.2,0.4,0.4,0.6,2.2,0.3,0.6,0.4,1.5,0.8,0.1,0.5,0.3,0.3,-0.2,0.4,0.7,-0.1,0.3,-0.4,0.3,0.4,0.5,0,0.7,0,-3,1.6,0.4,0.1
"GW569293E","OC(=O)\C=C\C(O)=O.OCCCNc1nccc(n1)-c1c(nn2cc(ccc12)C(F)(F)F)-c1ccc(F)cc1",-0.3,0,0,-1,-0.3,0.8,1.7,-0.9,-0.9,-1.3,-1,2.2,NA,0.9,0.2,0,5.7,1.2,0.3,0.1,-0.4,-0.3,0,-0.4,0.1,-0.4,4.5,5,-0.1,-0.2,-1.7,0.3,-0.8,0.2,-0.4,-0.1,0.2,4,-0.3,0,-1.1,-0.6,-0.5,-0.2,-0.8,-0.2,0.6,-0.5,0.7,5.6,0,0,0,0.1,4.3,-0.7,1.2,-0.5,-0.6,-0.2,0.1,-0.5,1,-0.7,-0.1,2.5,0.4,-0.8
"GW569530A","Cl.CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(c4)C(F)(F)F)cc3)c2c1",0.2,0.6,0.5,0.5,-0.1,1.4,0,1.2,1.4,2.9,0.9,1.5,1.1,1.6,0.6,NA,-0.4,-0.3,1.2,0.7,1.4,1.5,-0.1,-0.1,0.6,0.4,0.7,0.5,0.3,0.2,0.2,-0.2,NA,-0.1,-0.1,0.8,1.7,-0.1,0.4,0.8,0.6,3,4.6,1.6,2.5,0.5,2.4,0.8,0.4,0.6,0.3,1.7,0.4,0.3,1.7,-0.2,0,-0.2,-0.2,1.1,0.5,0,1.7,-0.5,0.4,0.3,2.1,0.6
"GW572399X","NS(=O)(=O)c1ccc(Nc2ncc(o2)-c2ccccc2)cc1",-0.7,4.2,0.1,-0.7,-0.8,0.8,-1,1.1,1.9,2.4,0.7,3.1,1.2,1,0.9,-0.6,0.8,-0.7,-0.2,0,3.8,3.9,0.4,-0.6,0.4,0.4,0.3,0.3,-1.1,0.9,-0.2,-0.8,0.4,-0.6,1.1,1.4,0.4,4.7,2,4.9,7.5,8.2,1.5,1.6,0.6,-0.3,1.5,2.9,7.2,1.2,2.5,2.6,9.3,4,2.2,0.3,-0.1,-0.2,0.8,0.5,0.4,0.6,2.8,1.8,3.6,-0.5,1.9,-0.9
"GW572401X","CCN(CC)S(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2ccccc2)c1",-0.2,3.9,0.7,-0.3,0,0.1,-0.2,-0.1,0.1,-0.3,0.6,1.1,NA,2.2,4.6,-0.4,0.3,-0.3,-0.6,-0.3,7.6,0,0.3,-0.2,-0.3,0.1,0.3,-0.1,-0.1,-0.5,-1.3,-0.6,-0.1,0.1,0.8,3.3,1.6,3.2,1.1,2.2,1.2,-0.1,0.1,0.9,0.8,-0.1,0.1,2.9,7.3,2.5,1,2.8,2.5,2.1,1.8,0.2,0,0,-0.5,0.8,0.5,1.1,5.5,1.4,2.3,0.8,0.4,-0.1
"GW572738X","Fc1ccccc1C(=O)Nc1sc2CCCCc2c1C#N",0.1,0.2,0.1,-0.3,-0.1,-0.1,-0.9,-1.1,-0.2,0,2,0.2,-1.2,-0.5,-0.2,-0.6,-0.1,-0.3,0.1,-0.1,-0.6,0.1,0.2,0,0.9,-0.4,0.1,-0.1,-0.4,-0.7,-1.6,-0.6,0.4,0.1,-0.7,-0.2,0.2,-0.6,-1.6,0.4,-0.9,-0.5,0.3,0.4,0.2,-0.7,-0.4,0.2,-0.1,-1.3,0,-0.1,0,0.1,0.6,-0.4,0.1,-0.5,0,0.2,-0.1,-0.5,0.9,1.1,0.1,-0.2,0.2,-0.7
"GW574782A","Cl.CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(c3)C(F)(F)F)c2c1",0.7,0.6,0.1,0.5,-0.2,0.4,-1.5,1.9,1.7,3.9,0.3,0.6,0.1,-0.2,1.5,-14.3,-0.3,-0.6,-0.4,0.1,2.8,0.5,-0.1,0,0.8,0.3,-1.1,-0.9,-1.7,-0.4,0.8,-0.7,NA,-1.2,0.1,1.4,0.8,0.4,-0.7,0.4,0.7,3.5,2.7,1.9,3.1,-0.7,2,1.7,0.6,-0.1,0.5,1,0.4,2.1,0.6,0,-0.6,-0.4,0.2,0.1,0.4,-0.6,0.7,0.6,0.2,0.3,0.4,-0.1
"GW574783B","Cl.CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2c1",1.1,0.8,2.5,1.2,0.1,1,0.5,1.9,NA,3.2,-1.7,1.7,1.9,6.7,2.2,0.9,-0.1,-0.3,0.2,0.8,2.6,1,-0.3,-0.2,4.3,0.6,0.2,0.1,0.3,0.2,0.6,-0.3,4,-1.1,0.5,1,1.8,0.7,1.2,0.7,1.2,3.6,2.8,1.1,2.5,0.5,4.3,1,0.4,1.7,0.8,1.2,0.7,1.8,1.6,-0.2,0.3,-0.4,1.7,1.9,1.2,0.6,1.4,1.5,-3.7,1.9,0.3,0.7
"GW575533A","Cl.COc1ccc(Nc2ncc(o2)-c2ccccc2)cc1OC",0.6,5.3,0.9,-0.1,0.1,1.2,-0.4,1.1,1.9,1.7,-0.7,2.8,1.8,2.5,3.3,-0.7,0.7,0,0.5,0.3,5.8,0.7,0.5,0.2,-0.5,1.9,0.8,-0.1,-0.1,3,0,-0.3,1.6,-0.2,2.1,2.9,2.3,2.6,2.3,7,6.9,8.8,0.3,1.3,0.2,0.4,1.2,5.6,8.1,2.9,7.2,3.5,5.1,2,3.1,0.4,0.2,0.4,1.7,0.3,-0.1,0,2.3,2.6,3.6,0.3,2.4,-0.6
"GW575808A","Cl.Cc1ccc(Nc2ccnc(Nc3cccc(c3)C(N)=O)n2)cc1O",2.6,5.1,2.8,-0.1,0.1,0,0.1,0.8,1.4,0.4,0.2,2,NA,3.7,2.5,0.9,1.1,0.8,-0.2,0.7,0.2,0.8,-0.3,-0.6,-0.3,1.1,1,0.7,0.8,0.1,1.2,0.1,2,0.8,0.6,0.6,6,0.3,2,3.8,1.1,4.8,0.4,1.8,0.8,0.5,0.4,1.8,6.8,5.7,1.1,1.2,3.8,0.2,-0.8,1.6,0.2,0.2,0.7,0,0.1,0.7,3,0.4,-0.3,2,2.4,-0.2
"GW576484X","CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(c3)C(F)(F)F)c2c1",0.6,0.4,0.4,0.3,-0.2,-0.3,-0.3,0.6,1.8,3,0.2,0.6,NA,0.8,1.5,0.9,-0.4,-0.3,-1.2,1.7,0.7,2,-0.1,-0.5,-0.2,0.4,-0.2,0.4,-0.4,-2.1,-0.8,-0.7,1.5,1.3,1,0.6,0.2,0.4,-0.1,0.7,-2.7,4.3,3.8,2,3,0.2,2.6,2.6,0.6,0.9,1.4,0.9,0.6,1.2,1,0.1,-0.3,0,-0.2,0.4,1.2,-0.5,0.7,1.2,-0.4,1.5,2,0.2
"GW576609A","OC(=O)C(F)(F)F.Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)-c3ccc(CN4CCS(=O)CC4)o3)cc2Cl)c1",1,0.4,2.1,-0.1,-0.2,0.4,-0.5,0.6,1.7,2.4,-2,0.7,1.4,3,1.5,0.7,2.5,-0.4,-0.7,0.2,1.1,-0.3,-0.7,0.1,0.6,0.3,-0.3,0.3,0.3,0.4,0.1,-0.3,1.4,-0.5,-0.1,0.7,0.3,0.7,0,0,0.4,1.9,2.2,0.6,1.7,0.3,4.6,1,-0.6,0.9,0.5,0.7,0,1.8,1.1,-0.3,0.2,-0.4,0.4,-0.2,-0.2,0.6,0.8,0.1,-3,1.7,0.5,-0.1
"GW576924A","Cl.Fc1cc(Nc2ncnc3ccc(cc23)-c2ccc(CN3CCS(=O)CC3)o2)ccc1OCc1ccccc1",0.5,0.5,1.6,0.3,-0.5,-1.2,-0.4,0.3,0.6,1.7,-0.3,-0.8,NA,-1.5,0.9,-0.5,-1,-0.8,-1.4,0,0.9,0.4,-0.1,-0.9,1,0.1,-0.8,-0.9,NA,-1.5,-0.9,-0.3,-0.6,-1.2,0.2,0.2,0.6,0.1,-1.3,0.5,0,2.4,1.9,0.3,1.1,-0.5,2.7,1.2,-0.1,0.2,2.9,0.3,-0.3,1,1.5,-0.2,-0.6,-1,0.1,-2.6,-0.1,-1.4,-1.7,-0.2,0.1,1.4,1.6,-1.7
"GW577921A","Cl.COc1ccccc1Nc1ncc(o1)-c1ccccc1",0.4,0.8,-0.2,-0.9,-0.3,0.2,-0.6,-0.2,-0.2,0.3,1.1,1.8,0.5,1.4,0.4,-1.4,0.1,-0.5,0.2,0,2.7,0.5,0.3,0.1,-0.5,-0.1,-0.1,0.1,-0.6,1.2,-0.4,-0.1,NA,-2.4,0.4,1.3,1,1.6,1,2.1,4.1,4.7,-0.1,0.5,0.2,-0.4,0.2,3.1,2.5,0.5,2.3,0.2,0.2,0.2,0.3,-0.5,0.1,-0.3,-0.2,0.3,-0.1,-0.5,1.2,0.7,0.4,-0.8,0.3,-0.6
"GW578748X","COc1cc(\C=N\Nc2ncnc3[nH]ncc23)ccc1O",1.2,3.3,2.4,0,0.7,7.7,0.6,1.6,0.8,3.4,0.4,1.2,0.9,2.5,1.3,-0.2,3.1,1.7,1.1,5.7,7.3,1.7,1.1,0,1.8,2.7,1.7,0.7,-0.1,2.2,-0.9,0.8,3.8,0.7,1.8,1.3,3.4,-1.5,3.7,5.7,5.8,7.3,2.6,4.6,3.1,1.2,1.7,2.8,6.2,3.8,6.4,1.6,2.5,0.7,1.8,0.2,0.4,0.3,0.1,0.6,0.1,1.6,7.2,4.8,7.3,1.2,1.5,-0.4
"GW580496A","Cl.CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Br)c3)c2c1",0.6,0.8,1.9,1.4,0,0.8,1,1.8,1.7,3.1,-1.7,1.6,1.8,5.2,1.9,0.5,-0.2,-0.3,0.1,0.9,2.5,1.1,-0.4,-0.2,4.3,0.4,-0.4,-0.6,0.1,0.2,0.7,-0.3,3.2,-1.3,0.6,0.8,2,0.9,0.3,0.5,1.1,3.1,3.5,0.7,2.3,-0.1,4,1.4,0.1,1.4,0.7,0.9,0.4,2.3,1.7,-0.1,0.2,-0.3,1.4,1.6,1.4,0.5,1.4,1.5,-2.2,0.6,1.1,0.5
"GW580509X","CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2cccc(OC)c2)c1",0.4,6.4,1.7,-0.4,0.2,0.7,-0.3,0.2,0.5,0.1,0.6,1.2,2,2.5,3.2,0,-0.1,0.2,0.6,0.5,7.8,0.5,0.1,-0.1,0.7,0,0.2,-0.1,-0.6,-0.7,0.3,-0.1,0.1,-0.4,-0.1,2.9,2.8,6.5,1.4,3.3,0.5,0.4,1.5,1.9,1.5,-0.1,0.3,2.8,6.5,3.1,1.1,2.5,0.7,0.3,2.1,-0.3,-0.6,-0.3,0,1.2,0.8,2,7.5,3.3,5.8,2.2,0.8,0
"GW581744X","NC(=O)c1ccc2c(c(nn2c1)-c1ccc(F)cc1)-c1ccnc(NCCCO)n1",0.4,0.7,0.1,-0.4,-0.1,1.8,1.5,-0.3,0.9,-0.5,-0.5,3.4,3.9,2.1,0,-0.5,6.9,2.8,1.1,0,0.2,0.4,0.3,0,0.2,-0.1,8,7.5,-0.1,-0.8,0.1,1.8,0.1,-0.3,-0.9,0.1,0.6,5.1,0,0.9,-0.3,-0.2,0.2,0.4,0.3,-0.2,0.6,-0.1,1.6,6.6,2.3,0.1,-0.1,0,6.2,-1.1,0.9,-0.1,-0.3,0.1,-0.2,-0.1,1.5,-0.7,0.4,1.4,0.6,0.2
"GW583373A","Cl.Clc1cc(Nc2ncnc3ccc(cc23)-c2ccc(CN3CCS(=O)CC3)o2)ccc1OCc1ccccc1",0.3,1.2,1.5,0.7,-0.1,1.4,0.9,-0.2,1.9,2.8,0.8,-0.2,1.4,1.1,0.3,-1.1,0.6,-0.6,0.9,1,-0.2,0.6,-0.3,-0.4,-0.5,0.7,-0.1,-0.4,-0.7,1.1,-0.4,-0.4,NA,-1.1,0.1,0.4,2.4,0.2,0.5,0.7,1.6,2.4,2,1,1.8,-0.9,4.3,1.2,1.2,0.8,2,2.1,1.1,0.4,0.1,-0.3,-0.5,-1,-0.6,0.6,-0.3,-0.4,0.6,1.1,0.8,1.2,1.9,-0.6
"GW589933X","NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c23)cc1",1.3,2.8,0.8,-0.5,0.8,3.7,-0.6,3.8,8,8.8,5,6.7,1.2,3.3,2.5,-0.2,6.1,2.4,8,5.3,9.2,4.5,1,-0.1,4.8,5.8,3.9,1.9,0.1,7.8,0.6,0.4,4.3,2.6,4.5,4,10.4,4.8,4.8,11,11.4,14.2,2.6,3.3,2.8,0.5,3.2,4.3,9.6,4,9.2,4.6,11.7,4.3,4.7,1.7,2.9,2.3,3.1,1.9,1,2.3,9.6,5.9,7.6,4.5,8.4,-0.4
"GW589961A","Cl.COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1",1.7,3.3,1.4,1.9,-0.2,-0.5,7.7,2.3,1.9,3.2,1.3,1.8,NA,11.1,1.7,1.5,0.1,-0.4,0.9,1.1,4.7,1.6,0.1,-0.3,1.5,1.3,0.5,1.5,0.3,0.1,1.6,-0.6,0.7,1.4,1.7,1.3,2.9,1.6,2.6,3.7,1.5,4.6,3.5,2.5,3.1,1,2.3,1.5,3,1.2,1.1,2.5,1.4,1.3,3.5,1.5,-0.4,0.3,1.4,6.3,1.7,-0.2,2.4,4.4,1.7,1,3.3,0.6
"GW607049C","OS(O)(=O)=O.COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2[nH]1",1.1,5.5,1.2,1.6,0.4,1.2,0.4,1,1.1,2.3,1.9,1.7,6.4,16.7,1.6,-1,-0.1,-0.9,0.9,0.2,4.7,1.7,0.1,-0.1,3.6,0.7,0.2,1.6,-0.1,0.6,1.1,-0.3,1.5,-0.3,1.1,0.9,4.5,0.7,0.5,1.6,1.7,3.7,3.7,1.8,2.8,0.3,1.7,0.3,0.8,0.8,0.4,1.7,1.6,1.6,2.1,2.5,-0.1,-0.4,2.4,7.5,1.7,0.7,2.7,2.5,-3.6,1.5,1.9,1.5
"GW607117X","Cc1nnc(o1)-c1ccc(C)c(c1)-c1ccc(cc1)C(=O)Nc1cccc(c1)C#N",0.2,-0.1,0.1,-0.8,-0.3,-0.2,0.1,-0.2,0.1,0.4,0.2,0.1,NA,-0.1,0.3,-0.4,-0.2,0.1,0.3,-0.2,-0.1,0.2,0.5,-0.3,-0.2,-0.1,0,0.1,-0.2,-0.1,-0.8,-0.4,-0.3,0,0,0.1,-0.1,0,-0.1,0.2,-0.6,0.8,0.3,0.4,0.1,0.1,-0.1,-0.2,0.2,-0.4,0.3,0.1,0.1,0.1,0.3,-0.2,-0.2,-0.3,0,0.1,0,-0.2,0.9,0.9,0.2,-0.3,0.2,-0.3
"GW612286X","COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC",2.9,3.8,2.5,-0.6,2.5,3.3,-0.2,0.8,2.5,0.8,1.1,2.3,4.7,7,3.9,-0.6,0.4,0.3,0.4,-0.2,11.1,0.9,0.4,-0.3,0.9,1.5,0.8,0.7,-0.3,1.4,-0.1,0.5,2.3,-0.1,-0.2,0.8,5.1,4.6,1,4.1,0.3,5.8,1.1,3.2,1.6,0.5,1.9,5,9.3,3.2,7,1.5,1,0.4,5.3,2.1,0.7,0.1,0.3,0.2,0.1,1.5,2,1.6,3.2,1.3,2.2,-0.3
"GW615311X","Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)-c3ccc(COCCS(=O)(=O)c4ccccc4)o3)cc2Cl)c1",-1,-0.5,0,0.1,-0.9,-1.8,-1,-0.3,1.7,1.5,-3.5,-0.7,0.1,-1.1,-0.4,0.7,-1,-0.8,-0.7,-1.7,0.3,0.1,-0.5,0,0.5,0,-0.4,-1,-0.7,-0.4,-0.2,-0.1,NA,-1,-0.1,-0.4,-0.3,-0.7,-0.9,-0.3,0.1,0.9,1.8,0.7,1.2,-0.4,0.7,-0.9,-0.9,-0.2,0.2,0.3,-0.1,0,0.5,-1.4,-2.3,-0.6,-2.2,-0.2,-0.5,-0.5,0.6,1,-0.4,0,-0.6,-0.8
"GW616030X","CS(=O)(=O)CCN(CC#N)Cc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1",0.6,0.7,2.8,0.1,-0.4,-2,-0.1,0.7,0.1,2.8,-2.8,-4.4,-1.5,-2.4,1.5,-0.7,-2.2,-1.2,-2.5,-2.5,3.6,-1,-1.1,-0.8,3.3,0,-5.6,-3.7,-2.7,-0.6,1,-1.2,1.3,-5.7,-0.7,1.2,-1.4,0.1,-3.1,-0.9,0.1,-0.6,1.3,-1.5,0.5,-2.3,3.7,1,-1.8,-2,0.5,0.3,-0.5,1.5,1.4,-0.8,-1.2,-1.6,0.7,-8.3,-2.4,-1.7,-0.9,2.6,-3.5,0,-1.9,-2.8
"GW618013A","CS(O)(=O)=O.CN(C)CCCNc1nccc(n1)-c1c(nn2cc(ccc12)C(F)(F)F)-c1ccc(F)cc1",0,1,-0.1,-0.4,-0.1,1.2,0.5,-0.1,-0.2,-0.3,0.1,-0.4,NA,0.6,0,0.2,4.2,-0.1,-0.1,0,2.6,-0.1,0.3,-0.2,0,1.5,2.1,2.7,-0.1,0.3,-0.7,0,0.4,0.4,0.4,-0.1,0.2,1.5,0,0.4,1.7,-0.6,-0.4,0.1,0,-0.1,0.8,-0.1,1.1,2.3,2.5,0.2,0.3,0,1.4,0.2,0.3,0.2,-0.1,0,0,-0.2,0.2,1.1,2.6,1.2,3,-0.1
"GW620972X","O=C(Nc1sc2CCCCc2c1C#N)c1cccc2ccccc12",0.3,0,0.7,-0.3,-0.4,-0.2,0.1,-0.4,0.4,-0.3,-1.8,-0.1,4.3,1.2,0.2,1.2,-0.3,-0.2,-0.1,-0.4,-0.1,-0.5,-0.2,-0.2,0.6,-0.2,-0.2,-0.4,0.1,-0.3,-0.4,-0.5,0.9,-0.7,0,-0.2,0.2,-0.4,-0.1,0.3,-0.6,0,0.8,-0.6,-0.2,-0.1,0.1,-0.4,0,-0.7,-0.1,-0.2,-0.3,0.7,1.4,-0.3,0.2,-0.4,-0.1,0.1,0.2,-0.2,0.1,-0.2,1.1,-0.1,0,-0.6
"GW621431X","CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(o2)-c2cccc(c2)C(C)=O)c1",0.3,4,1.3,-0.4,-0.1,0.4,-0.6,-0.4,-0.4,0.1,-1.2,0.4,0.1,0.8,1.9,NA,0.1,-0.2,0.4,0.5,5,-0.3,0,-0.3,1.1,-0.4,0.1,0.2,-0.3,-0.5,-0.3,-0.2,0.5,-1.3,0,1.7,1.3,5,0.6,1.2,-0.1,0.3,0.5,0.6,0.8,-0.1,0.3,1.1,3.8,1.4,0.3,1.9,0,0,1.3,-0.2,0.1,-0.4,0.1,0.3,0.7,1.4,6.7,2.3,-3,1.2,0.5,-0.3
